# Compressed Level Data (compressed using compress.py)

# Level 1
5, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 81, 79, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 244, 79, 111, 5, 31, 111, 5, 85, 31, 5, 85, 85, 81, 240, 85, 81, 246, 240, 81, 246, 244, 79, 79, 79, 79, 79, 79, 255, 79, 37, 85, 85, 83, 244, 255, 244, 244, 244, 244, 244, 244, 79, 79, 79, 79, 79, 79, 255, 79, 255, 255, 255, 255, 244, 255, 244, 244, 244, 244, 244, 244, 79, 79, 79, 79, 79, 79, 255, 79, 5, 85, 85, 81, 244, 255, 244, 244, 244, 244, 244, 244, 79, 79, 37, 63, 79, 37, 85, 63, 79, 255, 255, 244, 242, 85, 83, 244, 242, 83, 244, 244, 79, 79, 255, 255, 79, 255, 255, 255, 79, 5, 81, 244, 255, 255, 255, 244, 255, 255, 244, 244, 79, 37, 85, 159, 37, 85, 85, 85, 63, 37, 83, 242, 85, 85, 85, 83, 248, 85, 83, 244, 79, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 244, 181, 85, 85, 85, 85, 85, 159, 133, 85, 85, 85, 85, 89, 248, 85, 85, 85, 85, 85, 90, 79, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 244, 79, 5, 85, 81, 246, 240, 85, 81, 240, 85, 85, 31, 5, 85, 31, 111, 5, 85, 81, 244, 79, 79, 255, 244, 244, 244, 255, 244, 244, 255, 255, 79, 79, 255, 79, 79, 79, 255, 244, 244, 79, 79, 255, 244, 244, 244, 255, 244, 244, 255, 255, 79, 79, 255, 79, 79, 79, 255, 244, 244, 79, 79, 255, 244, 244, 244, 255, 244, 244, 255, 255, 79, 79, 255, 79, 79, 79, 255, 244, 244, 79, 37, 85, 83, 244, 244, 255, 244, 244, 255, 255, 79, 79, 255, 79, 79, 37, 85, 83, 244, 79, 255, 255, 255, 244, 244, 255, 244, 244, 255, 255, 79, 79, 255, 79, 79, 255, 255, 255, 244, 79, 133, 85, 85, 83, 242, 85, 83, 242, 85, 85, 63, 37, 85, 63, 37, 85, 85, 89, 244, 79, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 244, 37, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 83
# Level 2
5, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 213, 213, 85, 85, 85, 85, 85, 85, 81, 79, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 37, 63, 255, 255, 255, 255, 255, 255, 244, 79, 5, 85, 85, 31, 5, 85, 85, 85, 85, 159, 255, 255, 133, 85, 159, 133, 81, 246, 244, 79, 37, 85, 85, 175, 79, 255, 255, 255, 255, 255, 5, 31, 255, 255, 255, 255, 244, 244, 244, 79, 255, 255, 255, 79, 79, 5, 85, 85, 85, 31, 79, 79, 5, 85, 85, 81, 244, 244, 244, 79, 5, 85, 159, 127, 127, 79, 255, 255, 255, 79, 79, 79, 79, 255, 255, 244, 244, 244, 244, 79, 79, 255, 255, 255, 255, 79, 255, 255, 255, 79, 79, 79, 79, 255, 255, 244, 244, 244, 244, 79, 37, 85, 85, 85, 85, 63, 255, 255, 255, 79, 79, 79, 79, 255, 255, 244, 247, 244, 244, 79, 255, 255, 255, 255, 255, 255, 255, 255, 255, 79, 37, 63, 79, 255, 255, 244, 255, 244, 244, 79, 133, 85, 85, 85, 85, 85, 85, 31, 255, 79, 255, 255, 79, 255, 255, 242, 85, 83, 244, 79, 255, 255, 255, 255, 255, 255, 255, 79, 255, 37, 85, 85, 63, 255, 255, 255, 255, 255, 244, 79, 5, 85, 85, 85, 85, 31, 255, 79, 255, 255, 255, 255, 255, 255, 255, 240, 85, 81, 244, 79, 127, 255, 255, 255, 255, 79, 255, 127, 255, 255, 255, 255, 255, 255, 255, 244, 255, 244, 244, 79, 255, 5, 85, 85, 31, 79, 255, 255, 255, 255, 255, 255, 255, 255, 255, 244, 246, 244, 244, 79, 5, 48, 85, 85, 63, 79, 255, 255, 255, 255, 255, 255, 255, 5, 85, 90, 244, 247, 244, 79, 79, 244, 255, 255, 255, 79, 255, 255, 255, 255, 255, 255, 255, 79, 255, 244, 244, 255, 244, 79, 37, 83, 240, 85, 31, 37, 85, 85, 85, 85, 85, 85, 85, 63, 1, 244, 242, 89, 244, 79, 255, 255, 244, 255, 79, 255, 255, 255, 255, 255, 255, 255, 255, 255, 68, 244, 255, 255, 244, 79, 133, 85, 92, 85, 197, 85, 85, 85, 85, 85, 85, 85, 85, 85, 195, 242, 85, 89, 244, 79, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 244, 37, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 83
# Level 3
5, 85, 85, 85, 85, 85, 85, 85, 85, 81, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 79, 255, 255, 255, 255, 255, 255, 255, 255, 244, 255, 255, 255, 255, 5, 85, 85, 85, 31, 255, 79, 5, 89, 240, 85, 85, 31, 5, 81, 244, 255, 240, 85, 85, 63, 255, 255, 255, 79, 255, 79, 79, 255, 244, 240, 85, 63, 37, 83, 244, 255, 244, 255, 255, 255, 133, 85, 159, 79, 255, 79, 79, 1, 244, 244, 255, 255, 255, 255, 244, 255, 244, 240, 85, 31, 255, 255, 255, 79, 255, 79, 79, 68, 244, 244, 240, 85, 85, 81, 244, 255, 244, 242, 85, 229, 213, 85, 159, 79, 255, 79, 127, 35, 244, 244, 244, 255, 255, 244, 244, 255, 244, 255, 255, 79, 79, 255, 255, 79, 255, 79, 255, 255, 244, 244, 242, 85, 81, 244, 244, 255, 242, 85, 31, 37, 63, 5, 85, 63, 255, 79, 5, 85, 83, 244, 255, 255, 244, 244, 244, 255, 255, 255, 79, 255, 255, 79, 255, 255, 255, 79, 37, 85, 85, 92, 85, 89, 242, 83, 242, 213, 85, 85, 63, 5, 31, 37, 85, 85, 81, 79, 255, 255, 255, 255, 255, 255, 255, 255, 255, 79, 255, 255, 255, 79, 79, 255, 255, 255, 244, 37, 85, 85, 85, 85, 85, 85, 85, 85, 31, 37, 89, 240, 85, 63, 79, 5, 85, 81, 244, 255, 255, 255, 255, 255, 255, 255, 255, 255, 79, 255, 255, 244, 255, 255, 79, 37, 85, 83, 244, 255, 255, 255, 255, 255, 255, 255, 255, 255, 79, 133, 85, 90, 255, 255, 79, 255, 255, 255, 244, 255, 255, 255, 255, 255, 255, 255, 255, 255, 79, 255, 255, 244, 240, 85, 63, 133, 93, 81, 244, 255, 255, 255, 255, 255, 255, 255, 255, 255, 79, 5, 81, 242, 83, 255, 255, 255, 242, 83, 244, 255, 255, 255, 255, 255, 255, 255, 255, 255, 79, 79, 244, 255, 255, 240, 85, 81, 255, 255, 244, 255, 255, 255, 255, 255, 255, 255, 255, 255, 79, 79, 242, 81, 240, 83, 255, 242, 85, 81, 244, 255, 255, 255, 255, 255, 255, 255, 5, 85, 63, 37, 85, 83, 242, 85, 85, 85, 85, 83, 244, 255, 255, 255, 255, 255, 255, 255, 79, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 244, 255, 255, 255, 255, 255, 255, 255, 37, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 83
# Level 4
5, 85, 85, 85, 85, 81, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 79, 255, 255, 255, 255, 244, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 79, 111, 111, 5, 81, 244, 255, 255, 255, 255, 255, 255, 240, 85, 85, 85, 85, 85, 85, 81, 79, 79, 79, 37, 20, 244, 255, 255, 255, 255, 255, 255, 244, 255, 255, 255, 255, 255, 255, 244, 79, 79, 79, 255, 68, 244, 255, 255, 240, 85, 85, 81, 244, 248, 85, 85, 213, 31, 1, 244, 79, 127, 37, 31, 68, 244, 255, 255, 244, 255, 255, 244, 244, 255, 255, 255, 37, 63, 68, 244, 79, 255, 255, 79, 35, 244, 255, 255, 244, 240, 89, 244, 244, 240, 85, 31, 255, 255, 68, 244, 37, 85, 31, 79, 255, 244, 255, 255, 244, 244, 255, 244, 244, 244, 255, 33, 248, 85, 164, 244, 255, 255, 79, 79, 1, 244, 255, 255, 244, 244, 246, 242, 83, 242, 81, 244, 255, 255, 68, 244, 255, 255, 79, 79, 68, 244, 255, 255, 244, 244, 244, 255, 255, 255, 242, 83, 248, 31, 68, 244, 255, 255, 79, 127, 35, 244, 255, 255, 244, 244, 247, 240, 85, 81, 255, 255, 255, 79, 68, 244, 255, 255, 79, 255, 255, 244, 255, 255, 244, 244, 255, 244, 5, 83, 240, 85, 31, 79, 35, 244, 255, 255, 181, 85, 31, 244, 255, 255, 244, 251, 81, 244, 79, 255, 244, 255, 79, 79, 255, 244, 255, 255, 79, 255, 127, 244, 255, 255, 244, 244, 244, 244, 79, 1, 244, 255, 79, 37, 89, 244, 255, 5, 63, 111, 255, 244, 255, 255, 244, 244, 244, 242, 63, 68, 244, 255, 79, 255, 255, 244, 255, 79, 255, 181, 81, 244, 255, 255, 244, 244, 244, 255, 255, 68, 244, 255, 37, 85, 85, 83, 255, 79, 111, 37, 20, 242, 85, 85, 83, 242, 83, 248, 85, 164, 244, 255, 255, 255, 255, 255, 255, 79, 79, 255, 68, 255, 255, 255, 255, 255, 255, 255, 255, 35, 244, 255, 255, 255, 255, 255, 255, 79, 37, 159, 44, 85, 255, 5, 85, 85, 85, 85, 159, 255, 244, 255, 255, 255, 255, 255, 255, 79, 255, 255, 255, 255, 255, 79, 255, 255, 255, 255, 255, 5, 83, 255, 255, 255, 255, 255, 255, 37, 85, 85, 85, 85, 85, 197, 85, 85, 85, 85, 85, 63, 255, 255, 255, 255, 255, 255
# Level 5
5, 85, 85, 85, 81, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 5, 85, 213, 81, 79, 255, 255, 255, 244, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 79, 255, 79, 244, 79, 255, 255, 255, 244, 240, 85, 85, 85, 85, 31, 255, 255, 255, 255, 255, 79, 255, 79, 244, 79, 255, 255, 255, 244, 244, 255, 255, 255, 255, 79, 255, 255, 255, 255, 255, 79, 255, 79, 244, 79, 255, 255, 255, 244, 244, 255, 255, 255, 255, 79, 255, 255, 255, 255, 255, 79, 255, 79, 244, 79, 255, 255, 255, 244, 244, 255, 255, 255, 255, 79, 240, 85, 85, 85, 31, 79, 255, 79, 244, 79, 255, 255, 255, 244, 244, 255, 240, 89, 255, 79, 244, 255, 255, 255, 79, 79, 255, 79, 244, 181, 85, 85, 31, 244, 244, 255, 244, 255, 255, 79, 244, 255, 255, 255, 79, 79, 255, 79, 244, 79, 255, 255, 79, 242, 83, 255, 244, 255, 255, 79, 244, 255, 255, 255, 79, 79, 248, 63, 244, 79, 255, 255, 79, 255, 255, 255, 244, 255, 255, 79, 244, 255, 255, 255, 79, 79, 255, 255, 244, 79, 255, 255, 127, 255, 255, 255, 244, 255, 255, 79, 244, 255, 9, 255, 79, 79, 255, 255, 244, 79, 255, 255, 255, 255, 255, 255, 244, 255, 255, 45, 83, 255, 79, 255, 79, 79, 255, 255, 244, 79, 255, 255, 255, 255, 255, 255, 244, 255, 255, 244, 255, 255, 79, 255, 79, 79, 255, 255, 244, 79, 255, 255, 255, 255, 255, 240, 92, 31, 255, 244, 255, 255, 79, 255, 37, 63, 255, 255, 244, 79, 255, 255, 5, 31, 255, 244, 255, 79, 255, 244, 255, 255, 79, 255, 255, 255, 255, 255, 244, 79, 255, 255, 79, 79, 255, 244, 255, 79, 248, 83, 255, 5, 193, 255, 255, 255, 5, 159, 244, 79, 255, 255, 79, 79, 255, 244, 255, 79, 255, 255, 255, 79, 244, 255, 255, 255, 79, 255, 244, 79, 255, 255, 79, 79, 255, 244, 255, 79, 255, 255, 255, 79, 244, 255, 255, 255, 79, 255, 244, 79, 255, 255, 79, 79, 255, 244, 5, 197, 85, 85, 85, 63, 247, 255, 255, 255, 79, 255, 244, 79, 255, 255, 79, 37, 85, 83, 79, 255, 255, 255, 255, 255, 255, 255, 255, 255, 79, 255, 244, 37, 85, 85, 63, 255, 255, 255, 37, 85, 85, 85, 85, 85, 85, 85, 85, 85, 197, 85, 83
# Level 6
